pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
Kepler-641 b,Kepler-641,1,1,Transit,2016,Kepler,0,9.48961571,0.00002398,-0.00002398,0,0.087900,,,0,1.850,0.310,-0.250,0,0.165,0.028,-0.022,0,4.08000,,,0,0.01280,,,0,M-R relationship,0.000000,,,0,311.79,12.21,-11.74,0,926,,,0,0,,5713.00,81.57,-83.52,0,1.13,0.19,-0.14,0,1.02,0.05,-0.04,0,0.150,0.094,-0.091,0,[Fe/H],4.33,0.12,-0.12,0,19h27m17.65s,291.8235292,+42d30m58.30s,42.5161945,969.9180000,15.6765000,-15.6765000,13.8070000,0.0570000,-0.0570000,12.1860000,0.0230000,-0.0230000,13.7625000,0.0002170,-0.0002170
Kepler-642 b,Kepler-642,1,1,Transit,2016,Kepler,0,4.41745855,0.00000660,-0.00000660,0,0.058900,,,0,2.900,1.300,-0.560,0,0.259,0.116,-0.050,0,8.75000,,,0,0.02750,,,0,M-R relationship,0.000000,,,0,719.37,20.87,-20.30,0,1810,,,0,0,,6570.00,133.26,-201.09,0,1.66,0.74,-0.32,0,1.40,0.23,-0.16,0,0.060,0.130,-0.138,0,[Fe/H],4.14,0.15,-0.25,0,19h35m20.29s,293.8345542,+42d37m29.81s,42.6249480,781.5820000,8.5015000,-8.5015000,13.3350000,0.0690000,-0.0690000,12.0950000,0.0200000,-0.0200000,13.2945000,0.0002290,-0.0002290
Kepler-643 b,Kepler-643,1,1,Transit,2016,Kepler,0,16.33889626,0.00001826,-0.00001826,0,0.126000,,,0,10.160,0.350,-0.270,0,0.906,0.031,-0.024,0,321.00830,63.56600,-63.56600,0,1.01000,0.20000,-0.20000,0,Mass,0.370000,0.060000,-0.060000,0,211.71,7.45,-7.17,0,963,,,0,0,,4908.00,45.26,-47.77,0,2.52,0.08,-0.07,0,1.00,0.07,-0.04,0,0.130,0.078,-0.111,0,[Fe/H],3.64,0.01,-0.01,0,19h21m18.54s,290.3272423,+42d53m53.62s,42.8982283,1063.5800000,17.5250000,-17.5250000,13.9880000,0.1140000,-0.1140000,11.5830000,0.0110000,-0.0110000,13.7694000,0.0002470,-0.0002470
Kepler-644 b,Kepler-644,1,1,Transit,2016,Kepler,0,3.17391710,0.00000423,-0.00000423,0,0.046600,,,0,3.150,1.160,-0.610,0,0.281,0.103,-0.054,0,10.10000,,,0,0.03170,,,0,M-R relationship,0.000000,,,0,2381.77,151.19,-140.77,0,1655,,,0,0,,6747.00,156.03,-238.58,0,1.81,0.67,-0.35,0,1.49,0.22,-0.17,0,0.080,0.140,-0.149,0,[Fe/H],4.09,0.14,-0.21,0,19h41m54.17s,295.4757022,+43d29m35.20s,43.4931119,1318.0500000,36.9850000,-36.9850000,14.0310000,0.0570000,-0.0570000,12.5740000,0.0230000,-0.0230000,13.9601000,0.0002210,-0.0002210
Kepler-645 b,Kepler-645,1,1,Transit,2016,Kepler,0,3.27582262,0.00000477,-0.00000477,0,0.049000,,,0,2.100,0.630,-0.280,0,0.187,0.056,-0.025,0,5.06000,,,0,0.01590,,,0,M-R relationship,0.000000,,,0,1364.76,57.01,-54.56,0,1730,,,0,0,,6170.00,144.24,-162.10,0,1.21,0.36,-0.16,0,1.13,0.14,-0.09,0,-0.010,0.127,-0.189,0,[Fe/H],4.33,0.10,-0.19,0,19h21m17.45s,290.3227098,+44d02m09.11s,44.0358625,1173.5700000,21.2350000,-21.2350000,13.9440000,0.1720000,-0.1720000,12.5890000,0.0210000,-0.0210000,14.0305000,0.0003460,-0.0003460
Kepler-646 b,Kepler-646,1,1,Transit,2016,Kepler,0,15.87364565,0.00004300,-0.00004300,0,0.114900,,,0,1.990,0.370,-0.190,0,0.178,0.033,-0.017,0,4.62000,,,0,0.01450,,,0,M-R relationship,0.000000,,,0,38.23,0.79,-0.78,0,632,,,0,0,,5634.00,117.96,-139.42,0,0.91,0.13,-0.08,0,0.93,0.06,-0.06,0,-0.070,0.162,-0.192,0,[Fe/H],4.49,0.06,-0.12,0,19h21m53.15s,290.4714596,+44d23m13.35s,44.3870422,451.7940000,3.1815000,-3.1815000,14.0260000,0.1260000,-0.1260000,12.0890000,0.0160000,-0.0160000,13.7654000,0.0002080,-0.0002080
Kepler-647 b,Kepler-647,1,2,Transit,2016,Kepler,0,16.22546490,0.00015560,-0.00015560,0,0.122200,,,0,1.170,0.140,-0.110,0,0.104,0.012,-0.010,0,1.71000,,,0,0.00537,,,0,M-R relationship,0.000000,,,0,162.79,7.15,-6.83,0,788,,,0,0,,6020.00,81.21,-72.51,0,1.07,0.13,-0.09,0,1.03,0.06,-0.05,0,-0.140,0.117,-0.120,0,[Fe/H],4.39,0.07,-0.10,0,18h59m09.19s,284.7882977,+44d35m29.84s,44.5916225,1087.8700000,19.5700000,-19.5700000,14.0670000,0.1260000,-0.1260000,12.6110000,0.0260000,-0.0260000,13.9345000,0.0002380,-0.0002380
Kepler-647 c,Kepler-647,1,2,Transit,2020,Kepler,0,29.66630000,,,0,,,,,4.001,,,0,0.357,,,0,15.10000,,,0,0.04760,,,0,M-R relationship,,,,,,,,,,,,,0,,5906.74,37.53,-37.53,0,1.55,,,0,1.07,,,0,-0.415,0.036,-0.036,0,[M/H],4.09,,,0,18h59m09.19s,284.7882977,+44d35m29.84s,44.5916225,1087.8700000,19.5700000,-19.5700000,14.0670000,0.1260000,-0.1260000,12.6110000,0.0260000,-0.0260000,13.9345000,0.0002380,-0.0002380
Kepler-648 b,Kepler-648,1,1,Transit,2016,Kepler,0,17.42117490,0.00002066,-0.00002066,0,0.134100,,,0,3.220,0.120,-0.240,0,0.287,0.011,-0.021,0,10.50000,,,0,0.03290,,,0,M-R relationship,0.000000,,,0,47.34,1.55,-1.50,0,674,,,0,0,,5741.00,54.98,-51.62,0,0.98,0.03,-0.03,0,1.05,0.03,-0.03,0,0.210,0.071,-0.076,0,[Fe/H],4.48,0.02,-0.02,0,18h55m35.91s,283.8996207,+45d01m00.89s,45.0169137,636.0300000,7.8480000,-7.8480000,14.0270000,0.1950000,-0.1950000,12.4400000,0.0230000,-0.0230000,13.9145000,0.0002590,-0.0002590
Kepler-649 b,Kepler-649,1,1,Transit,2016,Kepler,0,29.90722674,0.00005373,-0.00005373,0,0.180500,,,0,2.260,0.140,-0.120,0,0.202,0.012,-0.011,0,5.73000,,,0,0.01800,,,0,M-R relationship,0.000000,,,0,25.15,0.62,-0.61,0,564,,,0,0,,5871.00,62.24,-54.67,0,0.94,0.06,-0.05,0,0.97,0.04,-0.05,0,-0.170,0.112,-0.122,0,[Fe/H],4.48,0.03,-0.05,0,19h02m37.40s,285.6558336,+45d04m46.03s,45.0794516,513.7480000,4.4650000,-4.4650000,13.5560000,0.1140000,-0.1140000,12.0360000,0.0190000,-0.0190000,13.3936000,0.0001950,-0.0001950
Kepler-65 b,Kepler-65,1,4,Transit,2012,Kepler,0,2.15491000,0.00000500,-0.00000500,0,0.035000,0.002000,-0.001000,0,1.420,0.030,-0.030,0,0.127,0.003,-0.003,0,2.40000,2.40000,-1.60000,0,0.00760,0.00770,-0.00510,0,Mass,0.028000,0.031000,-0.020000,0,2316.09,54.90,-53.62,0,1740,,,0,0,,6211.00,66.00,-66.00,0,1.41,0.03,-0.03,0,1.25,0.06,-0.06,0,0.170,0.060,-0.060,0,[Fe/H],4.23,0.01,-0.01,0,19h14m45.29s,288.6887221,+41d09m03.99s,41.1511076,303.7280000,2.6845000,-2.6845000,10.9220000,0.0080000,-0.0080000,9.8060000,0.0170000,-0.0170000,10.9656000,0.0003860,-0.0003860
Kepler-65 c,Kepler-65,1,4,Transit,2012,Kepler,0,5.85994400,0.00000300,-0.00000300,0,0.068000,0.004000,-0.002000,0,2.580,0.060,-0.060,0,0.230,0.005,-0.005,0,5.40000,1.70000,-1.70000,0,0.01700,0.00540,-0.00520,0,Mass,0.020000,0.022000,-0.013000,0,609.99,14.46,-14.12,0,1246,,,0,1,,6211.00,66.00,-66.00,0,1.41,0.03,-0.03,0,1.25,0.06,-0.06,0,0.170,0.060,-0.060,0,[Fe/H],4.23,0.01,-0.01,0,19h14m45.29s,288.6887221,+41d09m03.99s,41.1511076,303.7280000,2.6845000,-2.6845000,10.9220000,0.0080000,-0.0080000,9.8060000,0.0170000,-0.0170000,10.9656000,0.0003860,-0.0003860
Kepler-65 d,Kepler-65,1,4,Transit,2012,Kepler,0,8.13123000,0.00002000,-0.00002000,0,0.084000,0.006000,-0.002000,0,1.520,0.040,-0.040,0,0.136,0.004,-0.004,0,4.14000,0.79000,-0.80000,0,0.01300,0.00250,-0.00250,0,Mass,0.014000,0.016000,-0.010000,0,394.55,9.35,-9.13,0,1117,,,0,1,,6211.00,66.00,-66.00,0,1.41,0.03,-0.03,0,1.25,0.06,-0.06,0,0.170,0.060,-0.060,0,[Fe/H],4.23,0.01,-0.01,0,19h14m45.29s,288.6887221,+41d09m03.99s,41.1511076,303.7280000,2.6845000,-2.6845000,10.9220000,0.0080000,-0.0080000,9.8060000,0.0170000,-0.0170000,10.9656000,0.0003860,-0.0003860
Kepler-65 e,Kepler-65,1,4,Radial Velocity,2019,W. M. Keck Observatory,0,258.80000000,1.50000000,-1.30000000,0,,,,,13.900,,,0,1.240,,,0,260.00000,200.00000,-50.00000,0,0.82000,0.63000,-0.16000,0,Mass,0.283000,0.064000,-0.071000,0,,,,,,,,,0,,,,,,1.44,0.03,-0.03,0,1.25,0.02,-0.02,0,,,,,,,,,,19h14m45.29s,288.6887221,+41d09m03.99s,41.1511076,303.7280000,2.6845000,-2.6845000,10.9220000,0.0080000,-0.0080000,9.8060000,0.0170000,-0.0170000,10.9656000,0.0003860,-0.0003860
Kepler-650 b,Kepler-650,1,1,Transit,2016,Kepler,0,3.03214559,0.00000331,-0.00000331,0,0.042100,,,0,2.960,0.510,-0.450,0,0.264,0.045,-0.040,0,9.06000,,,0,0.02850,,,0,M-R relationship,0.000000,,,0,1218.88,542.51,-522.77,0,1507,,,0,0,,5849.00,64.94,-77.61,0,1.35,0.23,-0.21,0,1.08,0.08,-0.05,0,0.130,0.092,-0.084,0,[Fe/H],4.21,0.13,-0.12,0,19h16m00.23s,289.0009451,+45d09m15.47s,45.1542968,884.3780000,,,13.8250000,0.0800000,-0.0800000,12.1440000,0.0220000,-0.0220000,14.1242000,0.0174170,-0.0174170
Kepler-651 b,Kepler-651,1,1,Transit,2016,Kepler,0,21.38521506,0.00003880,-0.00003880,0,0.140900,,,0,2.370,0.220,-0.140,0,0.211,0.020,-0.012,0,6.21000,,,0,0.01950,,,0,M-R relationship,0.000000,,,0,27.22,0.59,-0.58,0,574,,,0,0,,5522.00,64.16,-54.30,0,0.87,0.04,-0.03,0,0.92,0.03,-0.04,0,-0.040,0.107,-0.115,0,[Fe/H],4.53,0.03,-0.04,0,19h09m19.85s,287.3327284,+46d12m12.37s,46.2034366,509.4080000,3.5355000,-3.5355000,14.2330000,0.1370000,-0.1370000,12.2700000,0.0180000,-0.0180000,13.9621000,0.0002110,-0.0002110
Kepler-652 b,Kepler-652,1,1,Transit,2016,Kepler,0,4.18200253,0.00000172,-0.00000172,0,0.050300,,,0,2.490,0.060,-0.050,0,0.222,0.005,-0.004,0,6.76000,,,0,0.02130,,,0,M-R relationship,0.000000,,,0,211.88,3.60,-3.54,0,974,,,0,0,,5490.00,43.22,-40.88,0,0.88,0.02,-0.01,0,0.97,0.02,-0.02,0,0.170,0.056,-0.068,0,[Fe/H],4.54,0.01,-0.01,0,19h12m01.94s,288.0080899,+46d28m25.00s,46.4736108,394.5500000,2.1425000,-2.1425000,13.6180000,0.0800000,-0.0800000,11.7370000,0.0140000,-0.0140000,13.4353000,0.0002730,-0.0002730
Kepler-653 b,Kepler-653,1,2,Transit,2016,Kepler,0,14.70748976,0.00003759,-0.00003759,0,0.119700,,,0,1.950,0.290,-0.260,0,0.174,0.026,-0.023,0,4.46000,,,0,0.01400,,,0,M-R relationship,0.000000,,,0,90.38,1.66,-1.64,0,819,,,0,0,,5665.00,54.97,-60.88,0,1.19,0.17,-0.16,0,1.02,0.05,-0.04,0,0.230,0.077,-0.078,0,[Fe/H],4.29,0.12,-0.11,0,18h48m51.13s,282.2130447,+46d43m04.04s,46.7177898,595.6340000,4.5315000,-4.5315000,13.4980000,0.1140000,-0.1140000,11.7930000,0.0110000,-0.0110000,13.3461000,0.0002330,-0.0002330
Kepler-653 c,Kepler-653,1,2,Transit,2016,Kepler,0,0.90037648,0.00000363,-0.00000363,0,0.018600,,,0,0.780,0.130,-0.120,0,0.070,0.012,-0.011,0,0.39900,,,0,0.00126,,,0,M-R relationship,0.000000,,,0,3743.28,68.82,-67.94,0,2078,,,0,0,,5665.00,54.97,-60.88,0,1.19,0.17,-0.16,0,1.02,0.05,-0.04,0,0.230,0.077,-0.078,0,[Fe/H],4.29,0.12,-0.11,0,18h48m51.13s,282.2130447,+46d43m04.04s,46.7177898,595.6340000,4.5315000,-4.5315000,13.4980000,0.1140000,-0.1140000,11.7930000,0.0110000,-0.0110000,13.3461000,0.0002330,-0.0002330
Kepler-654 b,Kepler-654,1,1,Transit,2016,Kepler,0,13.72465129,0.00005006,-0.00005006,0,0.111600,,,0,2.070,0.370,-0.260,0,0.185,0.033,-0.023,0,4.94000,,,0,0.01550,,,0,M-R relationship,0.000000,,,0,229.31,9.21,-8.85,0,831,,,0,0,,5865.00,93.80,-89.45,0,1.11,0.17,-0.11,0,1.04,0.05,-0.04,0,0.040,0.094,-0.090,0,[Fe/H],4.36,0.09,-0.11,0,19h48m16.41s,297.0683931,+46d50m03.30s,46.8342497,974.1240000,15.5760000,-15.5760000,13.7620000,0.1260000,-0.1260000,12.1580000,0.0240000,-0.0240000,13.6614000,0.0001850,-0.0001850
Kepler-655 b,Kepler-655,1,1,Transit,2016,Kepler,0,46.40633580,0.00016510,-0.00016510,0,0.255900,,,0,2.710,0.410,-0.270,0,0.242,0.037,-0.024,0,7.80000,,,0,0.02450,,,0,M-R relationship,0.000000,,,0,28.77,0.90,-0.87,0,588,,,0,0,,6170.00,72.99,-62.57,0,1.24,0.18,-0.12,0,1.15,0.06,-0.05,0,0.000,0.092,-0.103,0,[Fe/H],4.31,0.08,-0.10,0,19h49m02.18s,297.2590664,+46d50m35.39s,46.8431650,752.5620000,9.1025000,-9.1025000,13.5680000,0.0690000,-0.0690000,12.2140000,0.0200000,-0.0200000,13.4641000,0.0002550,-0.0002550
Kepler-656 b,Kepler-656,1,1,Transit,2016,Kepler,0,1.26025909,0.00000066,-0.00000066,0,0.023200,,,0,3.120,0.210,-0.340,0,0.278,0.019,-0.030,0,9.91000,,,0,0.03120,,,0,M-R relationship,0.000000,,,0,924.37,52.84,-49.63,0,1569,,,0,0,,5281.00,63.29,-58.78,0,0.82,0.05,-0.05,0,0.86,0.04,-0.04,0,-0.040,0.150,-0.172,0,[Fe/H],4.56,0.03,-0.07,0,19h13m18.69s,288.3278778,+47d22m53.54s,47.3815380,890.3520000,20.8560000,-20.8560000,15.5490000,0.1830000,-0.1830000,13.5030000,0.0330000,-0.0330000,15.3370000,0.0004260,-0.0004260
Kepler-657 b,Kepler-657,1,1,Transit,2016,Kepler,0,24.54350418,0.00006435,-0.00006435,0,0.165400,,,0,3.520,0.690,-0.320,0,0.314,0.062,-0.029,0,12.20000,,,0,0.03830,,,0,M-R relationship,0.000000,,,0,34.07,29.56,-9.23,0,616,,,0,0,,5808.00,88.65,-121.47,0,1.01,0.20,-0.09,0,1.01,0.06,-0.06,0,0.030,0.138,-0.158,0,[Fe/H],4.44,0.07,-0.15,0,19h24m47.35s,291.1973006,+47d18m27.92s,47.3077545,1691.8800000,75.7300000,-75.7300000,15.4040000,0.1500000,-0.1500000,13.7610000,,,15.3190000,0.0003870,-0.0003870
Kepler-658 b,Kepler-658,1,1,Transit,2016,Kepler,0,1.28707676,0.00000119,-0.00000119,0,0.018800,,,0,1.630,0.060,-0.060,0,0.145,0.005,-0.005,0,3.29000,,,0,0.01040,,,0,M-R relationship,0.000000,,,0,223.75,23.07,-21.21,0,871,,,0,0,,4103.00,39.35,-37.36,0,0.60,0.02,-0.02,0,0.63,0.02,-0.03,0,-0.040,0.092,-0.104,0,[Fe/H],4.68,0.01,-0.01,0,18h51m56.07s,282.9836210,+47d34m42.20s,47.5783897,388.3840000,5.0285000,-5.0285000,16.4400000,0.2000000,-0.2000000,12.6270000,0.0270000,-0.0270000,15.4910000,0.0005040,-0.0005040
Kepler-659 b,Kepler-659,1,1,Transit,2016,Kepler,0,17.67179600,0.00005558,-0.00005558,0,0.120400,,,0,2.500,0.330,-0.230,0,0.223,0.029,-0.021,0,6.80000,,,0,0.02140,,,0,M-R relationship,0.000000,,,0,21.31,1.03,-0.98,0,513,,,0,0,,4870.00,49.22,-56.10,0,0.74,0.03,-0.04,0,0.79,0.03,-0.04,0,0.020,0.158,-0.178,0,[Fe/H],4.60,0.02,-0.04,0,19h10m25.96s,287.6081777,+47d30m34.88s,47.5096893,722.6400000,14.8335000,-14.8335000,15.7580000,0.1030000,-0.1030000,13.3530000,0.0260000,-0.0260000,15.5655000,0.0004720,-0.0004720
Kepler-66 b,Kepler-66,1,1,Transit,2013,Kepler,0,17.81581500,0.00007500,-0.00007500,0,0.135200,0.001700,-0.001700,0,2.800,0.160,-0.160,0,0.250,0.014,-0.014,0,8.25000,,,0,0.02590,,,0,M-R relationship,0.000000,,,0,62.84,4.88,-4.48,0,699,,,0,0,G0 V,5962.00,79.00,-79.00,0,0.97,0.04,-0.04,0,1.04,0.04,-0.04,0,-0.200,0.100,-0.100,0,[M/H],4.48,0.02,-0.02,0,19h35m55.57s,293.9815378,+46d41m15.82s,46.6877280,1202.9600000,37.2950000,-37.2950000,15.2900000,0.1150000,-0.1150000,13.6210000,0.0450000,-0.0450000,15.1474000,0.0007050,-0.0007050
Kepler-660 b,Kepler-660,1,1,Transit,2016,Kepler,0,9.27358194,0.00001178,-0.00001178,0,0.075900,,,0,2.570,0.110,-0.170,0,0.229,0.010,-0.015,0,7.13000,,,0,0.02240,,,0,M-R relationship,0.000000,,,0,44.09,1.69,-1.62,0,649,,,0,0,,4779.00,44.67,-49.24,0,0.71,0.03,-0.04,0,0.75,0.04,-0.05,0,-0.070,0.149,-0.182,0,[Fe/H],4.61,0.03,-0.03,0,19h12m33.19s,288.1382985,+47d43m28.43s,47.7245642,568.4310000,8.9255000,-8.9255000,15.5590000,0.1720000,-0.1720000,13.0330000,0.0230000,-0.0230000,15.2644000,0.0003920,-0.0003920
Kepler-661 b,Kepler-661,1,1,Transit,2016,Kepler,0,6.02930132,0.00000536,-0.00000536,0,0.058500,,,0,3.070,0.120,-0.210,0,0.274,0.011,-0.019,0,9.64000,,,0,0.03030,,,0,M-R relationship,0.000000,,,0,45.53,2.49,-2.35,0,678,,,0,0,,4483.00,56.76,-57.11,0,0.67,0.03,-0.04,0,0.70,0.03,-0.04,0,-0.050,0.164,-0.154,0,[Fe/H],4.64,0.02,-0.03,0,18h54m50.58s,283.7107463,+47d51m47.43s,47.8631748,534.7880000,9.8760000,-9.8760000,16.0160000,0.2290000,-0.2290000,13.2310000,0.0420000,-0.0420000,15.8003000,0.0006060,-0.0006060
Kepler-662 b,Kepler-662,1,1,Transit,2016,Kepler,0,21.67697486,0.00006711,-0.00006711,0,0.140800,,,0,2.180,0.110,-0.120,0,0.194,0.010,-0.011,0,5.39000,,,0,0.01700,,,0,M-R relationship,0.000000,,,0,23.82,1.51,-1.41,0,530,,,0,0,,4897.00,52.49,-59.98,0,0.74,0.03,-0.04,0,0.79,0.04,-0.04,0,-0.030,0.157,-0.171,0,[Fe/H],4.60,0.02,-0.04,0,19h21m51.62s,290.4650801,+47d55m44.85s,47.9291252,815.6370000,21.6475000,-21.6475000,15.5980000,0.0570000,-0.0570000,13.2010000,0.0340000,-0.0340000,15.3741000,0.0004440,-0.0004440
Kepler-663 b,Kepler-663,1,1,Transit,2016,Kepler,0,4.99678284,0.00001448,-0.00001448,0,0.055900,,,0,2.600,0.200,-0.160,0,0.232,0.018,-0.014,0,7.27000,,,0,0.02290,,,0,M-R relationship,0.000000,,,0,167.98,14.01,-12.77,0,917,,,0,0,,5264.00,90.56,-127.67,0,0.82,0.06,-0.04,0,0.86,0.04,-0.04,0,0.030,0.147,-0.165,0,[Fe/H],4.55,0.03,-0.07,0,19h51m13.97s,297.8082232,+47d56m47.88s,47.9466342,1063.0900000,34.2650000,-34.2650000,15.8810000,0.0690000,-0.0690000,13.9030000,0.0510000,-0.0510000,15.8686000,0.0005600,-0.0005600
Kepler-664 b,Kepler-664,1,1,Transit,2016,Kepler,0,2.52559332,0.00000367,-0.00000367,0,0.037400,,,0,2.660,0.680,-0.250,0,0.237,0.061,-0.022,0,7.56000,,,0,0.02380,,,0,M-R relationship,0.000000,,,0,652.43,55.22,-50.24,0,1406,,,0,0,,5754.00,73.56,-86.08,0,1.02,0.26,-0.10,0,1.01,0.06,-0.05,0,0.070,0.146,-0.150,0,[Fe/H],4.43,0.08,-0.18,0,19h15m01.18s,288.7549029,+48d13m34.33s,48.2262030,1210.1200000,41.6900000,-41.6900000,15.6630000,0.2750000,-0.2750000,13.9520000,0.0470000,-0.0470000,15.4990000,0.0004340,-0.0004340
Kepler-665 b,Kepler-665,1,1,Transit,2016,Kepler,0,16.01310205,0.00004308,-0.00004308,0,0.114800,,,0,2.600,0.150,-0.150,0,0.232,0.013,-0.013,0,7.27000,,,0,0.02290,,,0,M-R relationship,0.000000,,,0,20.72,1.06,-1.01,0,593,,,0,0,,4913.00,93.83,-86.97,0,0.74,0.03,-0.04,0,0.79,0.04,-0.04,0,-0.030,0.146,-0.168,0,[Fe/H],4.60,0.02,-0.04,0,19h48m06.14s,297.0255947,+48d28m42.84s,48.4785669,612.8380000,11.8410000,-11.8410000,15.6120000,0.1260000,-0.1260000,13.2140000,0.0350000,-0.0350000,15.4019000,0.0006250,-0.0006250
Kepler-666 b,Kepler-666,1,1,Transit,2016,Kepler,0,4.49876092,0.00001769,-0.00001769,0,0.054200,,,0,2.400,0.580,-0.280,0,0.214,0.052,-0.025,0,6.35000,,,0,0.02000,,,0,M-R relationship,0.000000,,,0,575.64,51.44,-46.35,0,1133,,,0,0,,5887.00,164.92,-179.03,0,1.05,0.25,-0.12,0,1.03,0.09,-0.08,0,0.010,0.136,-0.173,0,[Fe/H],4.41,0.09,-0.17,0,19h53m49.65s,298.4568899,+48d47m29.73s,48.7915925,1508.7100000,57.2000000,-57.2000000,15.4220000,0.1030000,-0.1030000,13.8070000,0.0410000,-0.0410000,15.3405000,0.0004340,-0.0004340
Kepler-667 b,Kepler-667,1,1,Transit,2016,Kepler,0,41.43962808,0.00008183,-0.00008183,0,0.228800,,,0,4.730,0.390,-0.280,0,0.422,0.035,-0.025,0,20.10000,,,0,0.06320,,,0,M-R relationship,0.000000,,,0,71.82,10.28,-8.67,0,516,,,0,0,,5327.00,53.04,-70.39,0,0.87,0.07,-0.05,0,0.91,0.04,-0.04,0,0.150,0.152,-0.158,0,[Fe/H],4.53,0.04,-0.09,0,19h42m13.20s,295.5549918,+49d01m02.26s,49.0172956,2302.4500000,145.3350000,-145.3350000,15.3620000,0.1720000,-0.1720000,13.5190000,0.0470000,-0.0470000,15.3616000,0.0004350,-0.0004350
Kepler-668 b,Kepler-668,1,1,Transit,2016,Kepler,0,8.35390639,0.00001695,-0.00001695,0,0.076800,,,0,2.700,0.230,-0.180,0,0.241,0.021,-0.016,0,7.75000,,,0,0.02440,,,0,M-R relationship,0.000000,,,0,77.62,4.24,-3.99,0,790,,,0,0,,5352.00,60.59,-60.88,0,0.82,0.06,-0.05,0,0.87,0.04,-0.05,0,-0.060,0.151,-0.171,0,[Fe/H],4.55,0.03,-0.07,0,19h01m59.83s,285.4992845,+49d16m38.18s,49.2772713,784.6180000,16.7185000,-16.7185000,15.3650000,0.1490000,-0.1490000,13.5330000,0.0350000,-0.0350000,15.2931000,0.0006810,-0.0006810
Kepler-669 b,Kepler-669,1,1,Transit,2016,Kepler,0,4.12554687,0.00000310,-0.00000310,0,0.052900,,,0,4.830,1.280,-0.550,0,0.431,0.114,-0.049,0,20.80000,,,0,0.06550,,,0,M-R relationship,0.000000,,,0,826.76,140.37,-116.33,0,1243,,,0,0,,6038.00,97.84,-109.18,0,1.20,0.32,-0.13,0,1.15,0.10,-0.07,0,0.140,0.147,-0.143,0,[Fe/H],4.34,0.09,-0.18,0,19h27m44.68s,291.9361615,+49d15m14.21s,49.2539473,2063.4100000,138.4150000,-138.4150000,15.7420000,0.0260000,-0.0260000,14.1980000,0.0860000,-0.0860000,15.4817000,0.0005040,-0.0005040
Kepler-67 b,Kepler-67,1,1,Transit,2013,Kepler,0,15.72590000,0.00011000,-0.00011000,0,0.117100,0.001500,-0.001500,0,2.940,0.160,-0.160,0,0.262,0.014,-0.014,0,8.96000,,,0,0.02820,,,0,M-R relationship,0.000000,,,0,34.20,4.84,-4.12,0,602,,,0,0,G9 V,5331.00,63.00,-63.00,0,0.78,0.03,-0.03,0,0.86,0.03,-0.03,0,-0.200,0.100,-0.100,0,[M/H],4.59,0.02,-0.02,0,19h36m36.80s,294.1533505,+46d09m59.03s,46.1663976,1131.1900000,66.7750000,-66.7750000,16.1720000,0.1720000,-0.1720000,14.1550000,0.0650000,-0.0650000,16.1723000,0.0007830,-0.0007830
Kepler-670 b,Kepler-670,1,1,Transit,2016,Kepler,0,2.81650485,0.00000015,-0.00000015,0,0.038300,,,0,13.180,2.940,-1.210,0,1.176,0.262,-0.108,0,,,,,,,,,Msini,0.000000,,,0,528.22,28.38,-26.70,0,1219,,,0,0,,5709.00,89.42,-134.39,0,0.99,0.22,-0.09,0,0.99,0.05,-0.06,0,0.070,0.139,-0.149,0,[Fe/H],4.44,0.07,-0.17,0,19h48m03.71s,297.0154644,+49d13m31.08s,49.2252988,939.7440000,17.9150000,-17.9150000,15.1620000,0.0460000,-0.0460000,13.3150000,0.0390000,-0.0390000,15.0268000,0.0005110,-0.0005110
